compound_name	smiles	CID	logBB	BBB+/BBB-	comments
ACETAMINOPHEN	CC(=O)Nc1ccc(O)cc1	1983.0		BBB+	
ACETOPHENAZINE	CC(=O)c1ccc(Sc(cccc2)c2N3CCCN4CCN(CCO)CC4)c3c1	17676.0		BBB+	
ADINAZOLAM	CN(C)Cc1nnc(CN=C(c2ccccc2)c(cc(Cl)cc3)c34)n14	37632.0		BBB+	
ALFENTANIL	O(CC1(N(c2ccccc2)C(=O)CC)CCN(CCN3N=NN(CC)C3=O)CC1)C	51263.0		BBB+	
ALPIDEM	CCCN(CCC)C(=O)Cc1c(c2ccc(Cl)cc2)nc(ccc(Cl)c3)n13	54897.0		BBB+	
ALPRAZOLAM	CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12	2118.0		BBB+	
AMBENONIUM	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl	2131.0		BBB+	
AMINEPTINE	OC(=O)CCCCCCNC1c(cccc2)c2CCc(cccc3)c13	34870.0		BBB+	
AMISULPRIDE	CCN1CCCC1CNC(=O)c2cc(S(=O)(=O)CC)c(N)cc2OC	2159.0		BBB+	
AMITRIPTYLINE	CN(C)CCC=C1c(cccc2)c2CCc(cccc3)c13	2160.0		BBB+	
AMOBARBITAL	O=C1NC(=O)NC(=O)C1(CCC(C)C)CC	2164.0		BBB+	
AMOXAPINE	Clc1ccc(Oc(cccc2)c2N=C3N4CCNCC4)c3c1	2170.0		BBB+	
ANILERIDINE	CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3	8944.0		BBB+	
ANIRACETAM	COc1ccc(C(=O)N2CCCC2=O)cc1	2196.0		BBB+	
APREPITANT	CC(OC1OCCN(CC2=NNC(=O)N2)C1c3ccc(F)cc3)c4cc(C(F)(F)F)cc(C(F)(F)F)c4	135761774.0		BBB+	
ARIPIPRAZOLE	Clc1cccc(N2CCN(CCCCOc3ccc(CCC(=O)N4)c4c3)CC2)c1Cl	60795.0		BBB+	
ASENAPINE	CN1CC(c2c(cccc2)Oc3c4cc(Cl)cc3)C4C1	9903970.0		BBB+	
ATOMOXETINE	CNCCC(Oc1ccccc1C)c2ccccc2	6850813.0		BBB+	
AZATADINE	CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2	19861.0		BBB+	
BENPERIDOL	Fc1ccc(C(=O)CCCN2CCC(N3C(=O)Nc(cccc4)c34)CC2)cc1	16363.0		BBB+	
BENZATROPINE	CN(C(CC(C1)OC(c2ccccc2)c3ccccc3)CC4)C14	2344.0		BBB+	
BENZPHETAMINE	CC(Cc1ccccc1)N(C)Cc2ccccc2	2341.0		BBB+	
BETAHISTINE	CNCCc1ccccn1	2366.0		BBB+	
BIPERIDEN	OC(CCN1CCCCC1)(C2CC(C=C3)CC23)c4ccccc4	2381.0		BBB+	
BROMAZEPAM	Brc1cc(C(=NCC(=O)N2)c3ncccc3)c2cc1	2441.0		BBB+	
BROMOCRIPTINE	Brc1[nH]c2c(c(C(C(C3)N(C)CC4C(=O)NC5(OC(O)(C6N(C(=O)C7CC(C)C)CCC6)N7C5=O)C(C)C)=C4)ccc2)c13	2443.0		BBB+	
BROMODIPHENHYDRAMINE	CN(C)CCOC(c1ccccc1)c2ccc(Br)cc2	2444.0		BBB+	
BROMPERIDOL	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3	2448.0		BBB+	
BROMPHENIRAMINE	Brc1ccc(C(CCN(C)C)c2ncccc2)cc1	6834.0		BBB+	
BUPRENORPHINE	COC12C(CC(C(N(CC3)CC4CC4)C5)(C3(C1O6)c(c5ccc7O)c67)CC2)C(C)(O)C(C)(C)C	2476.0		BBB+	
BUSPIRONE	O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1	2477.0		BBB+	
BUTALBITAL	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O	2481.0		BBB+	
BUTOBARBITONE	CCCCC1(CC)C(=O)NC(=O)NC1=O	6473.0		BBB+	
BUTORPHANOL	Oc1ccc(CC(N(CC2CCC2)CC3)C(CCCC4)(O)C345)c5c1	2487.0		BBB+	
CABERGOLINE	CCNC(=O)N(CCCN(C)C)C(=O)C1CC(c2c(c(C3)c[nH]4)c4ccc2)C3N(CC=C)C1	2512.0		BBB+	
CARBAMAZEPINE	NC(=O)N1c(cccc2)c2C=Cc(cccc3)c13	2554.0		BBB+	
CARBIDOPA	CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O	2563.0		BBB+	
CARISOPRODOL	CCCC(C)(COC(=O)N)COC(=O)NC(C)C	2576.0		BBB+	
CARPHENAZINE	CCC(=O)c1ccc(Sc(cccc2)c2N3CCCN4CCN(CCO)CC4)c3c1	18104.0		BBB+	
CARPIPRAMINE	NC(=O)C1(CCN(CCCN2c(cccc3)c3CCc(cccc4)c24)CC1)N5CCCCC5	2580.0		BBB+	
CHLORDIAZEPOXIDE	CNC1=Nc(ccc(Cl)c2)c2C(c3ccccc3)=[N+]([O-])C1	2712.0		BBB+	
CHLORMEZANONE	CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	2717.0		BBB+	
CHLORPHENIRAMINE	CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2	2725.0		BBB+	
CHLORPROMAZINE	CN(C)CCCN1c(cccc2)c2Sc(ccc(Cl)c3)c13	2726.0		BBB+	
CHLORZOXAZONE	Clc1ccc(OC(=O)N2)c2c1	2733.0		BBB+	
CINNARIZINE	N1(CCN(C\C=C\c2ccccc2)CC1)C(c3ccccc3)c4ccccc4	1547484.0		BBB+	
CINOLAZEPAM	OC1N=C(c2ccccc2F)c(cc(Cl)cc3)c3N(CCC#N)C1=O	3033621.0		BBB+	
CITALOPRAM	Fc1ccc(C2(CCCN(C)C)OCc(cc(cc3)C#N)c23)cc1	2771.0		BBB+	
CLEMASTINE	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	26987.0		BBB+	
CLORAZEPATE	Clc1cc(C(=NC(C(=O)N2)C(O)=O)c3ccccc3)c2cc1	2809.0		BBB+	
CLOTHIAPINE	CN1CCN(C2=Nc(cccc3)c3Sc(ccc(Cl)c4)c24)CC1	16351.0		BBB+	
CLOTIAZEPAM	CCc1cc(C(c2ccccc2Cl)=NCC(=O)N3C)c3s1	2811.0		BBB+	
CODEINE	COc1ccc(C2)c(C3(C(C2N(CC3)C)C=CC4O)C4O5)c15	2828.0		BBB+	
CYCLIZINE	CN1CCN(C(c2ccccc2)c3ccccc3)CC1	6726.0		BBB+	
CYCLOBENZAPRINE	CN(C)CCC=C1c(cccc2)c2C=Cc(cccc3)c13	2895.0		BBB+	
CYPROHEPTADINE	N1(CCC(=C2c(cccc3)c3C=Cc(cccc4)c24)CC1)C	2913.0		BBB+	
DALFAMPRIDINE	Nc1ccncc1	1727.0		BBB+	
DANTROLENE	C1(NC(=O)CN1\N=C\c2oc(c3ccc([N+]([O-])=O)cc3)cc2)=O	5378825.0		BBB+	
DELORAZEPAM	Clc1ccc(NC(=O)CN=C2c3ccccc3Cl)c2c1	17925.0		BBB+	
DESVENLAFAXINE	CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2	125017.0		BBB+	
DEXMETHYLPHENIDATE	COC(=O)C(C1CCCCN1)c2ccccc2	4158.0		BBB+	
DEXTROMETHORPHAN	[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C	5360696.0		BBB+	
DEXTROMORAMIDE	CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4	9648.0		BBB+	
DEXTROPROPOXYPHENE	CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2	15330.0		BBB+	
DIAMORPHINE	CN1CCC(C(C(C=C2)OC(=O)C)O3)(c(c(C4)ccc5OC(=O)C)c35)C2C14	3592.0		BBB+	
DICLOFENAC	Clc1c(Nc2c(CC(O)=O)cccc2)c(Cl)ccc1	3033.0		BBB+	
DIHYDROCODEINE	COc1ccc(C2)c(C3(C(C2N(CC3)C)CCC4O)C4O5)c15	3063.0		BBB+	
DIHYDROERGOTAMINE	CN1CC(C(=O)NC2(C)OC(C(CCC3)N3C(=O)C4Cc5ccccc5)(O)N4C2=O)CC(c6c(c(C7)c[nH]8)c8ccc6)C17	3066.0		BBB+	
DIPHENYLPYRALINE	CN1CCC(OC(c2ccccc2)c3ccccc3)CC1	3103.0		BBB+	
DIPIPANONE	CCC(=O)C(CC(C)N1CCCCC1)(c2ccccc2)c3ccccc3	13331.0		BBB+	
DOLASETRON	O=C(OC1CC2N3C(CC(C2)C(C3)=O)C1)c4c[nH]c(cccc5)c45	3148.0		BBB+	
DONEPEZIL	COc1cc(CC(CC2CCN(Cc3ccccc3)CC2)C4=O)c4cc1OC	3152.0		BBB+	
DOSULEPIN	CN(C)CC\C=C(\c(cccc1)c1CS2)/c3c2cccc3	5282426.0		BBB+	
DOXAPRAM	CCN1CC(CCN2CCOCC2)C(c3ccccc3)(c4ccccc4)C1=O	3156.0		BBB+	
DOXEPIN	C(/c(cccc1)c1CO2)(\c3c2cccc3)=C\CCN(C)C	667468.0		BBB+	
DOXYLAMINE	CN(C)CCOC(C)(c1ccccc1)c2ccccn2	3162.0		BBB+	
DRONABINOL	CCCCCc1cc(O)c(C(C=C(C)CC2)C2C(C)(C)O3)c3c1	2978.0		BBB+	
DROPERIDOL	Fc1ccc(C(=O)CCCN2CCC(N3C(=O)Nc(cccc4)c34)=CC2)cc1	3168.0		BBB+	
DULOXETINE	CNCCC(Oc1cccc(cccc2)c12)c3cccs3	122252.0		BBB+	
ELETRIPTAN	S(=O)(=O)(CCc1cc(c(CC2N(C)CCC2)c[nH]3)c3cc1)c4ccccc4	156850.0		BBB+	
EPHEDRINE	CNC(C)C(O)c1ccccc1	5032.0		BBB+	
ERGOTAMINE	O1C(O)(C2N(CCC2)C(=O)C3Cc4ccccc4)N3C(=O)C1(NC(=O)C5CN(C)C(Cc(c[nH]6)c(c6ccc7)c78)C8=C5)C	3251.0		BBB+	
ESTAZOLAM	Clc1ccc(n2c(nnc2)CN=C3c4ccccc4)c3c1	3261.0		BBB+	
ESZOPICLONE	Clc1ccc(N2C(OC(=O)N3CCN(C)CC3)c(nccn4)c4C2=O)nc1	5735.0		BBB+	
ETHCHLORVYNOL	CCC(O)(\C=C\Cl)C#C	5281077.0		BBB+	
ETHOSUXIMIDE	CCC1(C)CC(=O)NC1=O	3291.0		BBB+	
ETHOTOIN	CCN1C(=O)NC(c2ccccc2)C1=O	3292.0		BBB+	
ETIZOLAM	CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl	3307.0		BBB+	
EZOGABINE	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	121892.0		BBB+	
FELBAMATE	NC(=O)OCC(COC(=O)N)c1ccccc1	3331.0		BBB+	
FENFLURAMINE	CCNC(C)Cc1cccc(C(F)(F)F)c1	3337.0		BBB+	
FENTANYL	O=C(CC)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3	3345.0		BBB+	
FLUMAZENIL	CCOC(=O)c1ncn(c2c(cc(F)cc2)C(N(C3)C)=O)c13	3373.0		BBB+	
FLUNARIZINE	Fc1ccc(C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4)cc1	941361.0		BBB+	
FLUOXETINE	FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1	3386.0		BBB+	
FLUPIRTINE	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	53276.0		BBB+	
FLURAZEPAM	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c(cc(Cl)cc3)c13	3393.0		BBB+	
FLURBIPROFEN	CC(C(=O)O)c1ccc(c2ccccc2)c(F)c1	3394.0		BBB+	
FLUSPIRILENE	Fc1ccc(C(CCCN2CCC3(N(c4ccccc4)CNC3=O)CC2)c5ccc(F)cc5)cc1	3396.0		BBB+	
FLUTOPRAZEPAM	Fc1ccccc1C2=NCC(=O)N(CC3CC3)c(ccc(Cl)c4)c24	3400.0		BBB+	
FLUVOXAMINE	COCCCC\C(=N/OCCN)\c1ccc(C(F)(F)F)cc1	5361192.0		BBB+	
FOSPHENYTOIN	OP(=O)(O)OCN1C(=O)NC(c2ccccc2)(c3ccccc3)C1=O	56339.0		BBB+	
FROVATRIPTAN	CNC1CCc([nH]c(ccc(C(=O)N)c2)c23)c3C1	5284561.0		BBB+	
GALANTAMINE	O1C(CC(O)C=C2)C2(CCN(C)C3)c(c3ccc4OC)c14	3449.0		BBB+	
GAMMA HYDROXYBUTYRIC ACID	OCCCC(=O)O	10413.0		BBB+	
GRANISETRON	CN(C(CC(C1)NC(=O)c2nn(C)c(cccc3)c23)CCC4)C14	3510.0		BBB+	
GUANFACINE	NC(=NC(=O)Cc1c(Cl)cccc1Cl)N	3519.0		BBB+	
HALAZEPAM	FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c(cc(Cl)cc3)c13	31640.0		BBB+	
HYDROCODONE	COc1ccc(C2)c(C3(C(C2N(CC3)C)CCC4=O)C4O5)c15	411697.0		BBB+	
HYDROMORPHONE	CN1CCC(C(C(CC2)=O)O3)(c(c(C4)ccc5O)c35)C2C14	3648.0		BBB+	
HYDROXYZINE	OCCOCCN1CCN(C(c2ccccc2)c3ccc(Cl)cc3)CC1	3658.0		BBB+	
IBUPROFEN	CC(C)Cc1ccc(C(C)C(=O)O)cc1	3672.0		BBB+	
IFENPRODIL	CC(C(O)c1ccc(O)cc1)N2CCC(Cc3ccccc3)CC2	3689.0		BBB+	
ILOPERIDONE	COc1cc(C(=O)C)ccc1OCCCN2CCC(c3noc(cc(F)cc4)c34)CC2	71360.0		BBB+	
INDELOXAZINE	C(Oc1cccc(C=CC2)c12)C3CNCCO3	3704.0		BBB+	
INDOMETHACIN	COc1ccc(n(c(c2CC(=O)O)C)C(=O)c3ccc(Cl)cc3)c2c1	3715.0		BBB+	
ISOCARBOXAZID	Cc1onc(C(=O)NNCc2ccccc2)c1	3759.0		BBB+	
ISOMETHEPTENE	CNC(C)CCC=C(C)C	22297.0		BBB+	
KETAZOLAM	CN1C(=O)CN(C(=O)C=C(C)O2)C2(c3ccccc3)c(cc(Cl)cc4)c14	33746.0		BBB+	
LAMOTRIGINE	Nc1nnc(c2cccc(Cl)c2Cl)c(N)n1	3878.0		BBB+	
LEVALLORPHAN	Oc1ccc(CC(N(CC2)CC=C)C(CCCC3)C234)c4c1	3912.0		BBB+	
LEVETIRACETAM	CCC(N1CCCC1=O)C(=O)N	59708.0		BBB+	
LEVORPHANOL	CN1CCC(CCCC2)(c3c(ccc(O)c3)C4)C2C14	3918.0		BBB+	
LISDEXAMFETAMINE	c1ccccc1CC(NC(C(CCCCN)N)=O)C	21954928.0		BBB+	
LOFEPRAMINE	CN(CCCN1c(cccc2)c2CCc(cccc3)c13)CC(=O)c4ccc(Cl)cc4	3947.0		BBB+	
LOPRAZOLAM	CN1CCN(\C=C(/N=C(CN=C(c2ccccc2Cl)c(cc([N+](=O)[O-])cc3)c34)N45)\C5=O)CC1	3033860.0		BBB+	
LORMETAZEPAM	CN1C(=O)C(O)N=C(c2ccccc2Cl)c(cc(Cl)cc3)c13	13314.0		BBB+	
LOXAPINE	CN1CCN(C2=Nc(cccc3)c3Oc(ccc(Cl)c4)c24)CC1	3964.0		BBB+	
LYSURIDE	CCN(CC)C(=O)NC1CC(c2c(c(C3)c[nH]4)c4ccc2)C3N(C)C1	5406.0		BBB+	
MAPROTILINE	CNCCCC12c3c(C(CC1)c(cccc4)c24)cccc3	4011.0		BBB+	
MAZINDOL	OC1(N2C(=NCC2)c(cccc3)c13)c4ccc(Cl)cc4	4020.0		BBB+	
MECLIZINE	Cc1cccc(CN2CCN(C(c3ccccc3)c4ccc(Cl)cc4)CC2)c1	4034.0		BBB+	
MEDAZEPAM	CN1CCN=C(c2ccccc2)c(cc(Cl)cc3)c13	4041.0		BBB+	
MELITRACEN	CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C	25382.0		BBB+	
MELPERONE	CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	15387.0		BBB+	
MEPERIDINE	CCOC(=O)C1(CCN(C)CC1)c2ccccc2	4058.0		BBB+	
MEPHENYTOIN	CCC1(NC(=O)N(C)C1=O)c2ccccc2	4060.0		BBB+	
MEPROBAMATE	CCCC(C)(COC(=O)N)COC(=O)N	4064.0		BBB+	
MEPTAZINOL	CCC1(CCCCN(C)C1)c2cccc(O)c2	41049.0		BBB+	
MESORIDAZINE	CN1CCCCC1CCN2c(cccc3)c3Sc(ccc(S(=O)C)c4)c24	4078.0		BBB+	
METAXALONE	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	15459.0		BBB+	
METHADONE	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	4095.0		BBB+	
