compound_name	smiles	CID	logBB	BBB+/BBB-	comments
abecarnil	CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4	65914.0		BBB+	
acarbose	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO	41774.0		BBB-	
acetone	CC(=O)C	180.0		BBB+	
acrivastine	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O	5284514.0		BBB-	
alclofenac	C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl	30951.0		BBB-	
alprenolol	CC(C)NCC(COC1=CC=CC=C1CC=C)O	2119.0		BBB-	
amantadine	C1C2CC3CC1CC(C2)(C3)N	2130.0		BBB+	
amiodarone	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	2157.0		BBB-	
amobarbital	CCC1(C(=O)NC(=O)NC1=O)CCC(C)C	2164.0		BBB+	
ampicilline	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	6249.0		BBB-	
apomorphine	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O	6005.0		BBB+	
asimadoline	CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4	179340.0		BBB-	
astemizole	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	2247.0		BBB-	
atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249.0		BBB-	
baclofen	C1=CC(=CC=C1C(CC(=O)O)CN)Cl	2284.0		BBB+	
BBcpd14	C1=CC=CC(CSCCNC2=C(N(=O)=O)C(CC3=CC=CC=C3)=CN2)=N1	14022483.0	-0.12	BBB+	chemical name corrected
benzene	C1=CC=CC=C1	241.0		BBB+	
betaxolol	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O	2369.0		BBB-	
biperidine	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O	2381.0		BBB+	
