compound_name	smiles	CID	logBB	BBB+/BBB-	comments
cetirizine	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	2678	-2.15		
cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N	2756	-1.42	BBB-	
indomethacin	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	3715	-1.26		
ranitidine	CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C	3001055	-1.23	BBB-	
digoxin	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O	2724385	-1.23	BBB-	
salicylic acid	C1=CC=C(C(=C1)C(=O)O)O	338	-1.145		
bromocriptine	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O	31101	-1.1	BBB-	
fexofenadine	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O	3348	-0.98	BBB-	
atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249	-0.922	BBB-	
aciclovir	C1=NC2=C(N1COCCO)N=C(NC2=O)N	135398513	-0.836		
phenylbutazone	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3	4781	-0.52	BBB+	
zolpidem	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	5732	-0.48	BBB+	
verapamil	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	2520	-0.47	BBB+	
paracetamol	CC(=O)NC1=CC=C(C=C1)O	1983	-0.463	BBB+	
betahistine	CNCCC1=CC=CC=N1	2366	-0.348	BBB+	
theophylline	CN1C2=C(C(=O)N(C1=O)C)NC=N2	2153	-0.341	BBB+	
sotalol	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	5253	-0.28	BBB+	
ibuprofen	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	3672	-0.18	BBB+	
phenytoin	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3	1775	-0.096	BBB+	
carbamazepine	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	2554	-0.07	BBB+	
atropine	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	174174	-0.06	BBB+	
caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	2519	-0.022	BBB+	
risperidone	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	5073	-0.02	BBB+	
alprazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118	0.019	BBB+	
clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	2803	0.15	BBB+	
hydroxyzine	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	3658	0.285	BBB+	
thioridazine	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC	5452	0.285	BBB+	
pergolide	CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC	47811	0.3	BBB+	
diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	3016	0.346	BBB+	
clobazam	CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	2789	0.35	BBB+	
midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	4192	0.398	BBB+	
tibolon	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O	5470	0.4		
lorazepam	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl	3958	0.44	BBB+	
lamotrigine	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	3878	0.48	BBB+	
buspirone	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4	2477	0.48	BBB+	
mirtazepine	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	4205	0.53	BBB+	
oxazepam	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	4616	0.58	BBB+	
loperamide	CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4	3955	0.77	BBB+	
rizatriptan	CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3	5078	0.78	BBB+	
promazine	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31	4926	0.88	BBB+	
chlorpromazine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	2726	0.95	BBB+	
mianserin	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42	4184	0.99	BBB+	
propranolol	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	4946	1.11	BBB+	
haloperidol	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	3559	1.34	BBB+	
Trifluoperazine	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	5566	1.41	BBB+	
fluphenazine	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	3372	1.52	BBB+	
methyldopa	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N	38853		BBB-	
piroxicam	CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3	54676228		BBB-	
enalapril	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O	5388962		BBB-	
cefuroxim	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	5479529		BBB-	
Zopiclone	CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl	5735		BBB-	
nifuroxazide	C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O	5337997		BBB-	
chloramphenicol	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	5959		BBB-	
furosemide	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	3440		BBB-	
meloxicam	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O	54677470		BBB-	
amoxicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C	33613		BBB-	
clathromycin	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	84029		BBB-	
doxycycline	CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	54671203		BBB-	
bisoprolol	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O	2405		BBB-	
perindopril	CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O	107807		BBB-	
valsartan	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O	60846		BBB-	
temazepam	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	5391		BBB+	
medazepam	CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	4041		BBB+	
bromazepam	C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3	2441		BBB+	
chlordiazepoxide	CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O	2712		BBB+	
lormetazepam	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl	13314		BBB+	
clorazepate	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O	2809		BBB+	
tamoxifen	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	2733526		BBB+	
acetylsalicylic acid	CC(=O)OC1=CC=CC=C1C(=O)O	2244		BBB+	
BZ3	COC1=CC2=C(C=C1)NC=C2	13872		BBB+	
promethazine	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C	4927		BBB+	
astemizol	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	2247		BBB+	
dimethindene	CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C	21855		BBB+	
levocabastine	CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F	54385		BBB+	
diphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	3100		BBB+	
