compound_name	smiles	CID	logBB	BBB+/BBB-	comments
acetaminophen				BBB-	
acetylsalicylate				BBB-	
albuterol sulfate				BBB-	albuterolsulfate -> albuterol sulfate
allopurinol				BBB-	
Alprostadil				BBB-	
aminophylline				BBB-	
Amiodarone				BBB-	
amoxicillin				BBB-	
ampicillin				BBB-	
androsan				BBB-	
aspirin				BBB-	
Astemizole				BBB-	
atropine				BBB-	
Auxeomycin				BBB-	
Betamethasone				BBB-	
carbenicillin				BBB-	
carbidopa				BBB-	
cateolol				BBB-	
Cefazolin				BBB-	
cephapirin				BBB-	
chlorambucil				BBB-	
chloramphenicol				BBB-	
chlorothiazide				BBB-	
chlorpropamide				BBB-	
Chlortetracycline				BBB-	
chlorthalidone				BBB-	
clofibrate				BBB-	
clofibricacid				BBB-	
clotrimazole				BBB-	
corticosterone				BBB-	
Cortisone				BBB-	
coumarin				BBB-	
dapsone				BBB-	
Dehydrocholic Acid				BBB-	
dexamethasone				BBB-	
dicumarol				BBB-	
dicyclomine				BBB-	
Diethylstilbestrol				BBB-	
Digitoxin				BBB-	
Digoxin				BBB-	
Domperidone				BBB-	
dopamine				BBB-	
doxorubicin				BBB-	
doxycycline				BBB-	
Dyclonine				BBB-	
Econazole				BBB-	
enkephalin				BBB-	
Ephedrine				BBB-	
epinephrine				BBB-	
erythromycin				BBB-	
estradiol				BBB-	
estrone				BBB-	
Ethacrynic Acid				BBB-	
ethinylestradiol				BBB-	
fenoterol				BBB-	
floxuridine				BBB-	
Flucloxacillin				BBB-	
fluoruoracil				BBB-	
furosemide				BBB-	
ganciclovir				BBB-	
glycopyrrolate				BBB-	
guanabenz				BBB-	
guanethidine sulfate				BBB-	guanethidinesulfate -> guanethidine sulfate
homatropine				BBB-	
hydralazine				BBB-	
Hydrochlorothiazide				BBB-	
Hydrocortisone				BBB-	
hydroflumethiazide				BBB-	
hyoscyamine				BBB-	
ibuprofen				BBB-	
indomethacin				BBB-	
isoniazid				BBB-	
Isoproterenol				BBB-	
Isoquercitrin				BBB-	
Ketoconazole				BBB-	
labetalol				BBB-	
levodopa				BBB-	
mannitol				BBB-	
Meclocycline				BBB-	
Meclofenamate				BBB-	
Mefenamic Acid				BBB-	
mefloquine				BBB-	
melphalan				BBB-	
mepenzolate bromide				BBB-	mepenzolatebromide -> mepenzolate bromide
mepiramine				BBB-	
mequitazine				BBB-	
mestranol				BBB-	
methantheline				BBB-	
methotrexate				BBB-	
Methyclothiazide				BBB-	
methyldopa				BBB-	
Methylprednisolone				BBB-	
Miconazole				BBB-	
minocycline				BBB-	
nandrolone				BBB-	
neodicoumarol				BBB-	
Nicotinyl Alcohol				BBB-	
norethindrone				BBB-	
norfenefrine				BBB-	
nylidrin				BBB-	
Oxandrolone				BBB-	
Oxaprozin				BBB-	
oxytetracycline				BBB-	
papaverine				BBB-	
penicillin G				BBB-	
phenacetin				BBB-	
phenazopyridine				BBB-	
pheniramine				BBB-	
Phenolphthalein				BBB-	
phenoxybenzamine				BBB-	
Phenylbutazone				BBB-	
pirbuterol				BBB-	
Polythiazide				BBB-	
prazosin				BBB-	
prednisolone				BBB-	
prednisone				BBB-	
probenecid				BBB-	
progesterone				BBB-	
propranolol				BBB-	
proscillaridin				BBB-	
puromycin				BBB-	
quinidine				BBB-	
ribavarin				BBB-	
rifampin				BBB-	
salicylic acid				BBB-	salicylicacid -> salicylic acid
scopolamine				BBB-	
Spironolactone				BBB-	
Stanozolol				BBB-	
sulfasalazine				BBB-	
Terconazole				BBB-	
testolactone				BBB-	
testosterone				BBB-	
TetraCycline				BBB-	
theophylline				BBB-	
thioguanine				BBB-	
tolazamide				BBB-	
tolbutamide				BBB-	
Triamcinolone				BBB-	
Triamterene				BBB-	
Trichlormethiazide				BBB-	
valinomycin				BBB-	
verapamil				BBB-	
warfarin				BBB-	
yohimbine				BBB-	
zidovudine				BBB-	
acepromazine				BBB+	
acetophenazine				BBB+	
acetozalmide				BBB+	
allobarbitol				BBB+	
amantadine				BBB+	
amitriptyline				BBB+	
amobarbital				BBB+	
amphetamine				BBB+	
antipyrine				BBB+	
apomorphine				BBB+	
arecoline				BBB+	
azaperone				BBB+	
benactyzine				BBB+	
benperidol				BBB+	
benzocaine				BBB+	
benzquinamide				BBB+	
benztropine				BBB+	
biperiden				BBB+	
bromazepam				BBB+	
buclizine				BBB+	
bufotenine				BBB+	
bupropion				BBB+	
buramate				BBB+	
butabarbitral				BBB+	
caffeine				BBB+	
cannabidiol				BBB+	
capuride				BBB+	
carbamazepine				BBB+	
carphenazine				BBB+	
cartazolate				BBB+	
centazolone				BBB+	
chloralhydrate				BBB+	
chlordiazepoxide				BBB+	
chlorpromazine				BBB+	
chlorprothixene				BBB+	
chlorzoxazone				BBB+	
choline				BBB+	
clobazam				BBB+	
clomipramine				BBB+	
clonazepam				BBB+	
clopenthixol				BBB+	
clopimozide				BBB+	
cocaine				BBB+	
codeine				BBB+	
cyclabarbamate				BBB+	
cyclazocine				BBB+	
cyclophenazine				BBB+	
deanol				BBB+	
demerol				BBB+	
deserpidine				BBB+	
desipramine				BBB+	
dextroamphetamine				BBB+	
diazepam				BBB+	
dihydrocodeine				BBB+	
dihydromorphine				BBB+	
diphenhydramine				BBB+	
diphenhylhydantoin				BBB+	
dixyrazine				BBB+	
DMT				BBB+	
doxepin				BBB+	
doxylamine succinate				BBB+	doxylaminesuccinate -> doxylamine succinate
droperidol				BBB+	
ectylurea				BBB+	
emylcamate				BBB+	
estazolam				BBB+	
etaqualone				BBB+	
etazolate				BBB+	
ethchlorvynol				BBB+	
ethinamate				BBB+	
ethosuximide				BBB+	
etymemazine				BBB+	
flupentixol				BBB+	
fluphenazine				BBB+	
flurazepam				BBB+	
glaziovine				BBB+	
glutethimide				BBB+	
haloperidol				BBB+	
harmalol				BBB+	
harman				BBB+	
heroin				BBB+	
hexapropymate				BBB+	
homophenazine				BBB+	
hydrocodone				BBB+	
hydroxyphenamate				BBB+	
hydroxyzine				BBB+	
imiclozapine				BBB+	
imipramine				BBB+	
isopromethazine				BBB+	
ketamine				BBB+	
kynurenic acid				BBB+	kynurenicacid -> kynurenic acid
lenperone				BBB+	
levorphanol				BBB+	
lidocaine				BBB+	
lorazepam				BBB+	
lorcainide				BBB+	
meclofenoxate				BBB+	
mecloqualone				BBB+	
medazepam				BBB+	
meprobamate				BBB+	
mepyramine				BBB+	
mescaline				BBB+	
mesoridazine				BBB+	
methamphetamine				BBB+	
methaqualone				BBB+	
methocarbamol				BBB+	
methopromazine				BBB+	
methotrimeprazine				BBB+	
methylpentynol				BBB+	
methylphenidate				BBB+	
methyprylon				BBB+	
midazolam maleate				BBB+	midazolammaleate -> midazolam maleate
moperone				BBB+	
morphine				BBB+	
MPTP				BBB+	
naloxone				BBB+	
nicotine				BBB+	
nitrazepam				BBB+	
nordazepam				BBB+	
nortriptyline				BBB+	
orphenadrine				BBB+	
oxaflumazine				BBB+	
oxazepam				BBB+	
oxiperomide				BBB+	
oxycodone				BBB+	
oxymorphone				BBB+	
paracetamol				BBB+	
pecazine				BBB+	
pemoline				BBB+	
pentazocine				BBB+	
pentobarbital				BBB+	
pergolide				BBB+	
perlapine				BBB+	
perphenazine-HCl				BBB+	
pethidine				BBB+	
phencyclidine				BBB+	
phenelzinesulfate				BBB+	
phenobarbital				BBB+	
phenprobamate				BBB+	
phenytoin				BBB+	
physostigmine				BBB+	
piflutixol				BBB+	
pimozide				BBB+	
pinoxepin				BBB+	
pipamperone				BBB+	
prazepam				BBB+	
pregnanolone				BBB+	
primidone				BBB+	
procaine				BBB+	
procyclidine				BBB+	
promazine				BBB+	
promethazine-HCl				BBB+	
propiomazine				BBB+	
propofol				BBB+	
protriptyline				BBB+	
pyridazinone				BBB+	
quazepam				BBB+	
rescinnamine				BBB+	
reserpine				BBB+	
secobarbital				BBB+	
spiclomazine				BBB+	
tacrine				BBB+	
temazepam				BBB+	
tetrabenzine				BBB+	
thc				BBB+	
thebaine				BBB+	
thiethylperazine				BBB+	
thioridazine				BBB+	
thiothixene				BBB+	
tranylcypromine				BBB+	
trazodone				BBB+	
trifluperidol				BBB+	
triflupromazine				BBB+	
trifluroperazine				BBB+	
trihexyphenidyl				BBB+	
trimetozine				BBB+	
trimipramine				BBB+	
tybamate				BBB+	
uridine				BBB+	
valproicacid				BBB+	valproicacid -> valproic acid
zimelidine				BBB+	
