compound_name	smiles	CID	logBB	BBB+/BBB-	comments
1,1,1-Trichloroethane	CC(Cl)(Cl)Cl	6278	0.4		
1,2,3,4-Tetrahydroquinoline	C1CC2=CC=CC=C2NC1	69460	0.7		
1-Hydroxymidazolam	C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO	107917	-0.1		
2-Chloro-1,1,1-Trifluoroethane	C(C(F)(F)F)Cl	6408	0.1		
2-Methylpentane	CCCC(C)C	7892	1.0		
2-Propanol	CC(C)O	3776	-0.2		
2,2-Dimethylbutane	CCC(C)(C)C	6403	1.0		
3-Methylhexane	CCCC(C)CC	11507	0.9		
3-Methylpentane	CCC(C)CC	7282	1.0		
4-Hydroxymidazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F	124449	-0.3		Actylsalicylic Acid?
Aspirin	CC(=O)OC1=CC=CC=C1C(=O)O	2244	-0.5		chemical name corrected
Albuterol	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	2083	-1.0		
Alpha-Hydroxyalprazolam	C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO	162244	-1.3		
Alprazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118	0.0		
Aminopyrine	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	6009	0.0		
Amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	2160	0.9		
Antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2	2206	-0.1		
Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249	-1.4		
Buspirone	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4	2477	0.5		
Butanone	CCC(=O)C	6569	-0.1		
Caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	2519	-0.1		
Carbamazepine	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	2554	0.0		
Carbamazepine-10,11-epoxide	C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N	2555	-0.3		chemical name corrected
Chlorambucil	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl	2708	-1.7		
Chloroform	C(Cl)(Cl)Cl	6212	0.3		
Cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N	2756	-1.4		
Clobazam	CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	2789	0.4		
Clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	2803	0.1		
Codeine	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O	5284371	0.6		
Cyclohexane	C1CCCCC1	8078	0.9		
Cyclopropane	C1CC1	6351	0.0		
Didesipramine	C1CC2=CC=CC=C2N(C3=CC=CC=C31)CCCN	159642	1.1		chemical name corrected
Desmethylclobazam	C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3	89657	0.4		
Desmethyldiazepam	C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3	2997	0.5		
Desmonomethylpromazine	CNCCCN1C2=CC=CC=C2SC3=CC=CC=C31	28315	0.6		
Diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	3016	0.5		
Dichloromethane	C(Cl)Cl	6344	-0.1		
Didanosine	C1CC(OC1CO)N2C=NC3=C2N=CNC3=O	135398739	-1.3		
Divinyl Ether	C=COC=C	8024	0.1		
Domperidone	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	3151	-0.8		
Ethanol	CCO	702	-0.2		
Ether	CCOCC	3283	0.0		
Ethylbenzene	CCC1=CC=CC=C1	7500	0.2		
Flumazenil	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C	3373	-0.3		chemical name corrected
Flunitrazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	3380	0.1		
