compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Alprazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118		BBB+	
Alprenolol	CC(C)NCC(COC1=CC=CC=C1CC=C)O	2119		BBB+	
Amantadine	C1C2CC3CC1CC(C2)(C3)N	2130		BBB+	
Amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	2160		BBB+	
Amoxapine	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	2170		BBB+	
Antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2	2206		BBB+	
Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249		BBB+	
Biperiden	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O	2381		BBB+	
Bromazepam	C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3	2441		BBB+	
Bupropion	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C	444		BBB+	
Buspirone	C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4	2477		BBB+	
Caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	2519		BBB+	
Carbamazepine	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	2554		BBB+	
Cefuroxime 	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	5479529		BBB-	More than one CID available for cefuroxime |[Compound(5479529), Compound(5361202), Compound(41375), Compound(2659), Compound(6914282)]
Chlorothiazide 	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2	2720		BBB-	
Chlorpheniramine	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2	2725		BBB+	
Clemastine	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C	26987		BBB+	
Clonazepam	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl	2802		BBB+	
Clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	2803		BBB+	
Cyclobenzaprine	CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31	2895		BBB+	
Desipramine	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	2995		BBB+	
Diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	3016		BBB+	
Diphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	3100		BBB+	
Donepezil	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC	3152		BBB+	
Doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	667477		BBB+	
Duloxetine	CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32	60835		BBB+	
Enoxacin	CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O	3229		BBB+	
Escitalopram	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	146570		BBB+	
Ethosuximide	CCC1(CC(=O)NC1=O)C	3291		BBB+	
Fexofenadine	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O	3348		BBB-	
Fluoxetine	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	3386		BBB+	
Fluphenazine	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	3372		BBB+	
Fluvoxamine	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F	5324346		BBB+	
Gabapentin	C1CCC(CC1)(CC(=O)O)CN	3446		BBB+	
Galantamine	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O	9651		BBB+	
Guanfacine	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl	3519		BBB+	
Haloperidol	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	3559		BBB+	
Hydrocodone	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4	5284569		BBB+	
Hydroxyzine	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	3658		BBB+	
Imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	3696		BBB+	
Indomethacin	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	3715		BBB+	
Itraconazole	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	3793		BBB-	
Ketoconazole	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	456201		BBB-	
Lamotrigine	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	3878		BBB+	
Loratadine	CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	3957		BBB-	
Lorazepam	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl	3958		BBB+	
Maprotiline	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24	4011		BBB+	
Meprobamate	CCCC(C)(COC(=O)N)COC(=O)N	4064		BBB+	
Methotrexate 	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	126941		BBB-	
Methylphenidate	COC(=O)C(C1CCCCN1)C2=CC=CC=C2	4158		BBB+	
Metoprolol	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O	4171		BBB+	
Mexiletine	CC1=C(C(=CC=C1)C)OCC(C)N	4178		BBB+	
Mirtazapine	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	4205		BBB+	
Morphine	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O	5288826		BBB+	
Naloxone	C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O	5284596		BBB+	
Naltrexone	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O	5360515		BBB+	
