compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Acamprosate	CC(=O)NCCCS(=O)(=O)O	71158.0		BBB+	
Alprazolam	Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl	2118.0		BBB+	
Amisulpride	CCN1CCCC1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC	2159.0		BBB+	
Amphetamine	C[C@@H](Cc1ccccc1)N	5826.0		BBB+	
Aniracetam	COc1ccc(cc1)C(=O)N2CCCC2=O	2196.0		BBB+	
Apomorphine	CN1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O	6005.0		BBB+	
Aprepitant	C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)Cc3[nH]c(=O)[nH]n3)c4ccc(cc4)F	135413536.0		BBB+	
Aripiprazole	c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)CCCCOc3ccc4c(c3)NC(=O)CC4	60795.0		BBB+	
Atomoxetine	Cc1ccccc1OC(CCNC)c2ccccc2	6850813.0		BBB+	
Bromazepam	c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br	2441.0		BBB+	
Bromocriptine	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O	2443.0		BBB+	
Brotizolam	Cc1nnc2n1-c3c(cc(s3)Br)C(=NC2)c4ccccc4Cl	2451.0		BBB+	
Budipine	CC(C)(C)N1CCC(CC1)(c2ccccc2)c3ccccc3	68778.0		BBB+	
Buprenorphine	CC(C)(C)C(C)([C@H]1C[C@@]23CCC1([C@H]4[C@@]25CCN([C@H]3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O			BBB+	
Buspirone	c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O	2477.0		BBB+	
Cabergoline	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(c[nH]4)C[C@H]2N(C1)CC=C	54746.0		BBB+	
Caffeine	Cn1cnc2c1c(=O)n(c(=O)n2C)C	2519.0		BBB+	
Carbamazepine	c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N	2554.0		BBB+	
Carisoprodol	CCCC(C)(COC(=O)N)COC(=O)NC(C)C	2576.0		BBB+	
Chlorpromazine	CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl	2726.0		BBB+	
Citalopram	CN(C)CCC[C@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F	6101829.0		BBB+	
Clomipramine	CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl	2801.0		BBB+	
Clonazepam	c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)N(=O)=O)Cl	2802.0		BBB+	
Clozapine	CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl	135398737.0		BBB+	
Cyclobenzaprine	CN(C)CCC=C1c2ccccc2C=Cc3c1cccc3	2895.0		BBB+	
Dexmethylphenidate	COC(=O)[C@H](c1ccccc1)[C@H]2CCCCN2	154101.0		BBB+	
Dextropropoxyphene	CCC(=O)OC(Cc1ccccc1)(c2ccccc2)C(C)CN(C)C	15330.0		BBB+	
Donepezil	COc1cc2c(cc1OC)C(=O)C(C2)CC3CCN(CC3)Cc4ccccc4	3152.0		BBB+	
Dronabinol	CCCCCc1cc(c2c(c1)OC(C3C2C=C(CC3)C)(C)C)O	2978.0		BBB+	
Duloxetine	CNCCC(c1cccs1)Oc2cccc3c2cccc3	122252.0		BBB+	
Eletriptan	CN1CCCC1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4	156850.0		BBB+	
Escitalopram	CN(C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F	146570.0		BBB+	
Eszopiclone	CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl	5735.0		BBB+	
Ethosuximide	CCC1(CC(=O)NC1=O)C	3291.0		BBB+	
Felbamate	c1ccc(cc1)C(COC(=O)N)COC(=O)N	3331.0		BBB+	
Fentanyl	CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3ccccc3	3345.0		BBB+	
Flumazenil	CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F	3373.0		BBB+	
