compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Abecarnil	CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4	65914		BBB+	
Acarbose	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO	41774		BBB-	
Acrivastine	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O	5284514		BBB-	
Alclofenac	C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl	30951		BBB-	
Alprenolol	CC(C)NCC(COC1=CC=CC=C1CC=C)O	2119		BBB-	
Amantadine	C1C2CC3CC1CC(C2)(C3)N	2130		BBB+	
Amiodarone	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	2157		BBB-	
Amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	2160		BBB+	
Amobarbital	CCC1(C(=O)NC(=O)NC1=O)CCC(C)C	2164		BBB+	
Ampicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	6249		BBB-	
Apomorphine	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O	6005		BBB+	
Asimadoline	CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4	179340		BBB-	
Astemizole	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	2247		BBB-	
Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249		BBB-	
Baclofen	C1=CC(=CC=C1C(CC(=O)O)CN)Cl	2284		BBB+	
Betaxolol	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O	2369		BBB-	
Biperiden	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O	2381		BBB+	
Bufuralol	CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O	71733		BBB-	
CGP-37849	CC(=CC(C(=O)O)N)CP(=O)(O)O	5950212		BBB+	
CGP-39551	CCOC(=O)C(C=C(C)CP(=O)(O)O)N	6372334		BBB+	
CGS-19755	C1CNC(CC1CP(=O)(O)O)C(=O)O	68736		BBB+	
Captopril	CC(CS)C(=O)N1CCCC1C(=O)O	44093		BBB-	
Carbenicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C	20824		BBB-	
Carbidopa	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN	34359		BBB-	
Carebastine	CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)O	65820		BBB-	
Carmoxirole	C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O	57364		BBB-	
Cefetametpivoxil	CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)OCOC(=O)C(C)(C)C.Cl	5489410		BBB-	
Ceftriaxone	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O	5479530		BBB-	
Cephalexin	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O	27447		BBB-	
Cephalothin	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O	6024		BBB-	
Cetirizine	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	2678		BBB-	
Chloramphenicol	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	5959		BBB-	
Chlordiazepoxide	CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O	2712		BBB+	
Chlorprothixene	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	667467		BBB+	
Cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N	2756		BBB-	
Cisapride	COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F	6917698		BBB-	
Clobazam	CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	2789		BBB+	
Clofibric acid	CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl	2797		BBB-	
Clomipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl	2801		BBB+	
Clonazepam	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl	2802		BBB+	
Clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	2803		BBB+	
Clozapine	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	135398737		BBB+	
Corticosterone	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O	5753		BBB-	
Coumarin	C1=CC=C2C(=C1)C=CC(=O)O2	323		BBB-	
Cyclobarbital	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2	5838		BBB+	
Demeclocycline	CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O	54680690		BBB-	
Dexamethasone	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	5743		BBB-	
Diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	3016		BBB+	
Diltiazem	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	39186		BBB-	
Diphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	3100		BBB+	
Domperidone	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	3151		BBB-	
Dopamine	C1=CC(=C(C=C1CCN)O)O	681		BBB+	
Doxepin	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31	667477		BBB+	
Doxylamine	CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C	3162		BBB-	
Ebastine	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4	3191		BBB-	
Estradiol valerate	CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C	13791		BBB-	
Ethinyl estradiol	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	5991		BBB-	
Felbamate	C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N	3331		BBB+	
Felodipine	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	3333		BBB-	
Fenoprofen	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O	3342		BBB-	
Fentanyl	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3	3345		BBB+	
Fleroxacin	CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F	3357		BBB-	
Flumazenil	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C	3373		BBB+	
Flunitrazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F	3380		BBB+	
Fluoxetine	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F	3386		BBB+	
Flupentixol	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	5281881		BBB+	
Flurazepam	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F	3393		BBB+	
Fluvastatin	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F	446155		BBB-	
Furosemide	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	3440		BBB-	
GYKI-52466	CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N	3538		BBB+	
Gabapentin	C1CCC(CC1)(CC(=O)O)CN	3446		BBB+	
Guanabenz	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl	5702063		BBB-	
Guanfacine	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl	3519		BBB-	
Haloperidol	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	3559		BBB+	
