compound_name	smiles	CID	logBB	BBB+/BBB-	comments
2-Methyl heptane	CCCCCC(C)C	11594.0	0.86		
2-Methyl octane	CCCCCCC(C)C	18591.0	0.98		
2-Methyl nonane	CCCCCCCC(C)C	13379.0	1.05		
3-Methylpentane	CCC(C)CC	7282.0	1.01		
3-Methylhexane	CCCC(C)CC	11507.0	0.9		
2,2-Dimethylbutane	CCC(C)(C)C	6403.0	1.04		
Cyclopropane	C1CC1	6351.0	0.11		
Methylcyclopentane	CC1CCCC1	7296.0	0.93		
Cyclohexane	C1CCCCC1	8078.0	1.11		
Methylcyclohexane	CC1CCCCC1	7962.0	0.96		
1,2-Dimethylcyclohexane	CC1CCCCC1C	11416.0	1.07		
t-Butylcyclohexane	CC(C)(C)C1CCCCC1	18508.0	0.61		
1,2,4-Trimethylcyclohexane	CC1CCC(C)C(C)C1	91517.0	1.02		
Dichloromethane	ClCCl	6344.0	-0.34		
Chloroform	ClC(Cl)Cl	6212.0	0.15		
1,1-dichloroethane	CC(Cl)Cl	6365.0	-0.28		
1,2-dichloroethane	ClCCCl	11.0	-0.14		
1,1,1-Trichloroethane	CC(Cl)(Cl)Cl	6278.0	0.29		
1,1,2-trichloroethane	ClCC(Cl)Cl	6574.0	-0.1		
1,1,1,2-tetrachloroethane	ClCC(Cl)(Cl)Cl	12418.0	0.33		
1-Chloro-2,2,2-trifluroethane	FC(F)(F)CCl	6408.0	0.12		
1-bromopropane	CCCBr	7840.0	0.27		
2-bromopropane	CC(C)Br	6358.0	0.56		
Teflurane	FC(Br)C(F)(F)F	31300.0	0.27		
Halothane	FC(F)(F)C(Cl)Br	3562.0	0.14		
trans 1,2-dichloroethene	Cl\\C=C\\Cl	638186.0	0.04		
cis 1,2-dichloroethene	Cl\\C=C/Cl	643833.0	-0.13		
tetrachloroethylene	ClC(Cl)=C(Cl)Cl	31373.0	0.37		
Propene (Propylene)	CC=C	8252.0	-0.06		
1-Octene	CCCCCCC=C	8125.0	0.74		
1-Nonene	CCCCCCCC=C	31285.0	0.86		
1-Decene	CCCCCCCCC=C	13381.0	0.96		
1,3-Butadiene	C=CC=C	7845.0	-0.17		
Trichloroethene	ClC=C(Cl)Cl	6575.0	0.11		
1-Chloro-2,2-difluroethylene	FC(F)=CCl	9664.0	-0.02		
Methanol	CO	887.0	0.02		
Ethanol	CCO	702.0	-0.12		
1-Propanol	CCCO	1031.0	-0.08		
1-Butanol	CCCCO	263.0	-0.02		
1-Pentanol	CCCCCO	6276.0	0.2		
2-Propanol (Isopropanol)	CC(C)O	3776.0	-0.11		
2-Methyl-1-propanol (Isobutanol)	CC(C)CO	6560.0	-0.14		
3-Methyl-1-butanol (Isopentanol)	CC(C)CCO	31260.0	0.04		
t-butanol	CC(C)(C)O	6386.0	0.11		
amylene-hydrate (tertiary-amyl alcohol)	CCC(C)(C)O	6405.0	0.07		
Diethyl ether	CCOCC	3283.0	-0.01		
Ethyl t-butyl ether	CCOC(C)(C)C	12512.0	0.22		
Methyl t-butyl ether	COC(C)(C)C	15413.0	0.36		
tertiary-Amyl methyl ether	CCC(C)(C)OC	61247.0	0.17		
Methoxyflurane	COC(F)(F)C(Cl)Cl	4116.0	0.12		
Isoflurane	FC(F)OC(Cl)C(F)(F)F	3763.0	0.19		
Enflurane	FC(F)OC(F)(F)C(F)Cl	3226.0	0.14		
sevoflurane	FCOC(C(F)(F)F)C(F)(F)F	5206.0	0.3		
Ethylene Oxide	C1CO1	6354.0	0.01		
Fluroxene	FC(F)(F)COC=C	9844.0	0.14		
Divinyl ether (vinyl ether)	C=COC=C	8024.0	0.13		
Acetone	CC(C)=O	180.0	-0.17		
2-Butanone (Methyl ethyl ketone)	CCC(C)=O	6569.0	-0.17		
