compound_name	smiles	CID	logBB	BBB+/BBB-	comments
nan	CN1C2=C(N=CN2)C(=O)N(C)C1=O	2153.0	-0.29		
nan	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	2519.0	-0.06		
nan	CN1N(C(=O)C=C1C)C1=CC=CC=C1	2206.0	-0.1		
nan	CN\C(NCCSC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O		-1.23		
nan	CC(=O)NC1=CC=C(O)C=C1	1983.0	-0.31		
nan	CC(C)CC1=CC=C(C=C1)[C@@H](C)C(O)=O	114864.0	-0.18		
nan	NCCN1N=CC2=CC(Cl)=C(Cl)C=C12	44214615.0	0.11		
nan	COC1=C2O[C@H]3[C@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C	5324288.0	0.55		
nan	CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O	88983.0	0.12		
nan	CN\C(NC#N)=N\CCSCC1=C(C)NC=N1	2756.0	-1.42		
nan	CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12	2118.0	0.04		
nan	COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1	4992.0	0.5		
nan	COC1=CC2=C(C=C1)N([C@@H](C)[C@@H]2CC(O)=O)C(=O)C1=CC=C(Cl)C=C1	35025677.0	-1.26		
nan	O[C@@H]1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O	667436.0	0.61		
nan	COC1=CC2=C(OCC2)C(CN[C@H]2CCCN[C@@H]2C2=CC=CC=C2)=C1		0.39		
nan	CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2	3696.0	1.3		
nan	CCC1=CC(N\C(C)=N\C2=CC=CC(CC)=C2)=CC=C1	19427054.0	1.2		
nan	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12	4192.0	0.36		
nan	COC1=CC=C(CCN(C)CCC[C@@](C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC	65808.0	-0.7		
nan	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=CC=C2	4926.0	1.23		
nan	CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2	2726.0	1.06		
nan	CSC1=CC=C2SC3=C(C=CC=C3)N(CC[C@H]3CCCCN3C)C2=C1	6604030.0	0.24		
nan	ClCCNC(=O)N(CCCl)N=O	2578.0	-0.52		
nan	NCCC1=NC(=CS1)C1=CC=CC=C1	1497794.0	-1.3		
nan	NCCC1=CN2C=CC=CC2=N1	7536516.0	-1.4		
nan	CCCN(CCC)CCC1=CC2=C(NC(=O)C2)C(O)=C1		-0.43		
