compound_name	smiles	CID	logBB	BBB+/BBB-	comments
nan	[N][N]	9321.0	0.03		
nan	[N-]=[N+]=O	948.0	0.03		
nan	[H]C([H])([H])[H]	297.0	0.03		
nan	CCCCC	8003.0	0.632		
nan	CCCCCC	8058.0	0.68		
nan	CCCCCCC	8900.0	0.442		
nan	CCCCCCCC	356.0	0.689		
nan	CCCCCCCCC	8141.0	0.52		
nan	CCCCCCCCCC	15600.0	0.665		
nan	CC(C)CCC	7892.0	0.97		
nan	CC(C)CCCC	11582.0	0.86		
nan	CC(C)CCCCC	11594.0	0.98		
nan	CC(C)CCCCCC	18591.0	1.05		
nan	CCC(C)CC	7282.0	1.013		
nan	CCCC(C)CC	11507.0	0.899		
nan	CCC(C)(C)C	6403.0	1.037		
nan	C1CC1	6351.0	0.11		
nan	CC1CCCC1	7296.0	0.933		
nan	C1CCCCC1	8078.0	1.11		
nan	CC1CCCCC1	7962.0	0.96		
nan	C1CC(C)C(C)CC1	11416.0	1.07		
nan	CC(C1CCCCC1)(C)C	18508.0	0.61		
nan	C1C(C)C(C)CC(C)C1	91517.0	1.02		
nan	ClCCl	6344.0	-0.342		
nan	ClC(Cl)Cl	6212.0	0.151		
nan	ClC(Cl)C	6365.0	-0.28		
nan	ClCCCl	11.0	-0.14		
nan	CC(Cl)(Cl)Cl	6278.0	0.289		
nan	ClC(Cl)CCl	6574.0	-0.1		
nan	ClC(Cl)(Cl)CCl	12418.0	0.33		
nan	ClCC(F)(F)F	6408.0	0.115		
nan	BrCCC	7840.0	0.27		
nan	CC(Br)C	6358.0	0.56		
nan	FC(Br)C(F)(F)F	31300.0	0.267		
nan	FC(F)(F)C(Cl)Br	3562.0	0.142		
nan	FS(F)(F)(F)(F)F	17358.0	0.39		
nan	C=C	6325.0	0.305		
nan	Cl/C=C/Cl	638186.0	0.04		
nan	Cl/C=C\Cl	643833.0	-0.13		
nan	Cl/C(Cl)=C(Cl)\Cl	31373.0	0.37		
nan	CC=C	8252.0	-0.06		
nan	CCCCCCC=C	8125.0	0.74		
nan	CCCCCCCC=C	31285.0	0.86		
nan	CCCCCCCCC=C	13381.0	0.96		
nan	C=CC=C	7845.0	-0.166		
nan	ClC=C(Cl)Cl	6575.0	0.105		
nan	ClC=C(F)F	9664.0	-0.02		
nan	S=C=S	6348.0	0.6		
nan	CO	887.0	0.02		
nan	CCO	702.0	-0.124		
nan	CCCO	1031.0	-0.082		
nan	CCCCO	263.0	-0.023		
nan	CCCCCO	6276.0	0.203		
nan	CC(C)O	3776.0	-0.113		
nan	CC(C)CO	6560.0	-0.14		
nan	CCC(C)CO	8723.0	0.038		
nan	CC(C)(C)O	6386.0	0.11		
nan	CCC(C)(C)O	6405.0	0.07		
