compound_name	smiles	CID	logBB	BBB+/BBB-	comments
35	c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O			BBB-	
1-47	NCCc1cn2c(n1)cccc2	7536516.0		BBB-	
1-48	CCCN(CCC)CCc1ccc(c2c1CC(N2)=C)O			BBB+	
9-OH-risperidone	c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1	9802545.0		BBB+	
Alprazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118.0		BBB+	
Amitriptyline	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	2160.0		BBB+	
Allopurinol	C1=NNC2=C1C(=O)NC=N2	135401907.0		BBB+	
Antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2	2206.0		BBB+	
Aspirin	CC(=O)OC1=CC=CC=C1C(=O)O	2244.0		BBB+	
BCNU	C(CCl)NC(=O)N(CCCl)N=O	2578.0		BBB+	
Caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	2519.0		BBB+	
Carbamazepine	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	2554.0		BBB+	
Chlorambucil	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl	2708.0		BBB-	
Chlorpromazine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	2726.0		BBB+	
Cimetidine	CC1=C(N=CN1)CSCCNC(=NC)NC#N	2756.0		BBB-	
Clonidine	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	2803.0		BBB+	
Codeine	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O	2828.0		BBB+	
Desipramine	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	2995.0		BBB+	
Didanosine	C1CC(OC1CO)N2C=NC3=C2N=CNC3=O	135422442.0		BBB-	
Domperidone	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	3151.0		BBB+	
Hydroxyzine	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	3658.0		BBB+	
Ibuprofen	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	3672.0		BBB+	
Icotidine	CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC	72108.0		BBB-	
Imipramine	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	3696.0		BBB+	
Indometacin	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	3715.0		BBB-	
L-663581	CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C	129710.0		BBB+	
Lupitidine	CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)CN(C)C	4375468.0		BBB-	
Mepyramine	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2	4992.0		BBB+	
Mianserin	CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42	4184.0		BBB+	
Midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	4192.0		BBB+	
Mirtazapine	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4	4205.0		BBB+	
Nevirapine	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	4463.0		BBB+	
Org12962	C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl	9796408.0		BBB+	
Org30526	c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CNC1			BBB+	
Org32104	c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)CNCC1)O			BBB+	
Org34167	C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N.Cl	9861159.0		BBB+	
Org4428	CC1=C2C(=CC=C1)C3CN(CCC3(C4=CC=CC=C4O2)O)C	9860946.0		BBB+	
Org5222	CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24	9903970.0		BBB+	
Oxazepam	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	4616.0		BBB+	
Ranitidine	CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C	5039.0		BBB-	
Risperidone	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	5073.0		BBB+	
Pentobarbital	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	4737.0		BBB+	
Phenserine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C	612745.0		BBB+	
Physostigmine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	4811.0		BBB+	
Promazine	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31	4926.0		BBB+	
Salicylicacid	CCCC1=CC=C(C=C1)Cl	521435.0		BBB-	
Temelastine	CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br	55482.0		BBB-	
Theophylline	CN1C2=C(C(=O)N(C1=O)C)NC=N2	2153.0		BBB+	
Thioridazine	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC	5452.0		BBB+	
Tibolone	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O	5470.0		BBB+	
Tiotidine	CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N	50287.0		BBB+	
Valproicacid	C(CCC)(CCC)C(=O)[O-]	3549980.0		BBB+	
Verapamil	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	2520.0		BBB+	
Zolantidine	C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3	91769.0		BBB+	
1-hydroxymidazolam	C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO	107917.0		BBB+	
111-trichloroethane	C(C)(Cl)(Cl)Cl	6278.0		BBB+	
111-trifluoro-2-chloroethane	C(CCl)(F)(F)F	6408.0		BBB+	
2-methylpentane	CCCC(C)C	7892.0		BBB+	
2-methylpropanol	CC(C)CO	6560.0		BBB+	
22-dimethylbutane	CC(CC)(C)C	6403.0		BBB+	
3-methylhexane	CCCC(C)CC	11507.0		BBB+	
3-methylpentane	CCC(C)CC	7282.0		BBB+	
4-hydroxymidazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F	124449.0		BBB+	
