compound_name	smiles	CID	logBB	BBB+/BBB-	comments
101-40-6	C[NH2+]C(C)CC1CCCCC1		1.08		
23830-88-8	Clc1ccc(NC2=[NH+]CCN2)c(Cl)c1		0.16		
59465-39-3	Clc1ccc(Cl)c(c1)[NH+]=C2NCCN2		0.38		
4201-26-7	Cc1cc(Cl)ccc1NC2=[NH+]CCN2		-0.87		
4201-22-3	Cc1ccc(NC2=[NH+]CCN2)c(Cl)c1		-0.65		
4794-83-6	Cc1ccc(NC2=[NH+]CCN2)c(C)c1		-1.3		
138474-57-4	C1CNC(=[NH+]c2ccccc2)N1	153813180.0	-1.89		
36318-56-6	Cc1ccccc1NC2=[NH+]CCN2		-1.39		
21571-08-4	Clc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1		0.47		
38941-33-2	Brc1cc(Br)c(NC2=[NH+]CCN2)c(Br)c1		0.58		
4205-93-0	Brc1cccc(Br)c1NC2=[NH+]CCN2		0.33		
40065-09-6	Clc1cc(Br)cc(Cl)c1NC2=[NH+]CCN2		0.41		
65936-23-4	Cc1cc(Br)cc(C)c1NC2=[NH+]CCN2		-0.28		
59465-54-2	Fc1cccc(F)c1[NH+]=C2NCCN2		-0.2		
4205-90-7	Clc1cccc(Cl)c1NC2=[NH+]CCN2	5233032.0	0.19		
153439-40-8	CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	3348.0	-0.98		
50679-08-8	CC(C)(C)c1ccc(cc1)C(O)CCC[NH+]2CCC(CC2)C(O)(c3ccccc3)c4ccccc4		0.64		
103-90-2	CC(=O)Nc1ccc(O)cc1	1983.0	-0.74		
50-78-2	CC(=O)Oc1ccccc1C(=O)[O-]	3434975.0	-1.3		
76-57-3	COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CC[NH+]3C	5149482.0	0.54		
156154-71-1	COC(=O)C1C(C)CC(=CC1=O)Nc2cccc(c2)[N+](=O)[O-]	15186924.0	-1.0		
156154-42-6	COC(=O)C1C(C)CC(=CC1=O)Nc2cccc(OC(F)(F)F)c2	15186911.0	-0.17		
156154-42-6	COC(=O)C1C(C)CC(=CC1=O)Nc2ccc(Cl)cc2	197322.0	-0.95		
69-72-7	[O-]C(=O)c1ccccc1[O-]	18681510.0	-1.1		
15687-27-1	CC(C)Cc1ccc(cc1)C(C)C(=O)[O-]	3326923.0	-0.18		
54910-89-3	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	3386.0	1.08		
54739-18-3	COCCCC\C(=N\OCCN)\c1ccc(cc1)C(F)(F)F	5324346.0	0.79		
56-54-2	COc1ccc2nccc(C(O)C3CC4CC[NH+]3CC4C=C)c2c1	3758125.0	0.33		
99-66-1	CCCC(CCC)C(=O)[O-]	3549980.0	-0.84		
79559-97-0	C[NH2+]C1CCC(c2ccc(Cl)c(Cl)c2)c3ccccc13		1.6		
53179-11-6	CN(C)C(=O)C(CC[NH+]1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	3954.0	0.77		
91161-71-6	C[NH+](C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12	1549007.0	0.08		
73590-58-6	COc1ccc2nc([nH]c2c1)S(=O)Cc3ncc(C)c(OC)c3C	4594.0	-0.82		
132235-73-5	NC1=NC(=O)N(C=C1)C2CC(CO)C(CO)O2	14840722.0	-0.79		
7481-89-2	NC1=NC(=O)N(C=C1)C2CCC(CO)O2	5718.0	-1.5		
161814-49-9	CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC2CCOC2)S(=O)(=O)c3ccc(N)cc3	2177.0	-0.56		
69655-05-6	OCC1CCC(O1)n2cnc3C(=O)N=CNc23	135422442.0	-1.28		
150378-17-9	CC(C)(C)NC(=O)C1C[NH+](Cc2cccnc2)CC[NH+]1CC(O)CC(Cc3ccccc3)C(=O)NC4C(O)Cc5ccccc45		-0.72		
159989-64-7	Cc1c(O)cccc1C(=O)NC(CSc2ccccc2)C(O)C[NH+]3CC4CCCCC4CC3C(=O)NC(C)(C)C		-0.93		
129618-40-2	Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12	4463.0	0.0		
127779-20-8	CC(C)(C)NC(=O)C1CC2CCCCC2C[NH+]1CC(O)C(Cc3ccccc3)NC(=O)C(CC(=O)N)NC(=O)c4ccc5ccccc5n4		-0.86		
30516-87-1	CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O	5726.0	-0.72		
56-29-1	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	3608.0	-0.31		
151-83-7	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O	9034.0	-0.06		
76-73-3	CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	5193.0	0.2		
76-75-5	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	3000715.0	-0.45		
59468-90-5	OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12	107917.0	-0.07		
59468-85-8	Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12	124449.0	-0.03		
28981-97-7	Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12	2118.0	-0.04		
84379-13-5	CC(C)(C)OC(=O)c1ncn2c1C3CCCN3C(=O)c4c(Br)cccc24	9823370.0	-0.09		
22316-47-8	CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13	2789.0	0.35		
22316-55-8	Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1	89657.0	0.36		
1088-11-5	Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1	2997.0	0.61		
439-14-5	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13	3016.0	0.56		
78755-81-4	CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23	3373.0	-0.29		
1622-62-4	CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+](=O)[O-]	3380.0	0.06		
122384-14-9	CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34	129710.0	-0.3		
128246-10-6	CN1Cc2c(ncn2c3cccc(Cl)c3C1=O)c4noc(n4)C(C)(C)O	10384745.0	-1.34		
130073-36-8	CN1Cc2c(ncn2c3cccc(Cl)c3C1=O)c4noc(n4)C(C)(O)CO	10091748.0	-1.82		
