compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Butanone	CCC(=O)C	6569.0	-0.08		
Benzene	C1=CC=CC=C1	241.0	0.37		
3-Methylpentane	CCC(C)CC	7282.0	1.01		
3-Methylhexane	CCCC(C)CC	11507.0	0.9		
2-Propanol	CC(C)O	3776.0	-0.15		
2-Methylpropanol	CC(C)CO	6560.0	-0.17		
2-Methylpentane	CCCC(C)C	7892.0	0.97		
2,2-Dimethylbutane	CCC(C)(C)C	6403.0	1.04		
1,1,1-Triﬂuoro-2-chloroethane	nan		0.08		
1,1,1-Trichloroethane	CC(Cl)(Cl)Cl	6278.0	0.4		
Diethyl-ether	CCOCC	3283.0	0.0		
Enﬂurane	C(C(OC(F)F)(F)F)(F)Cl	3226.0	0.24		
Ethanol	CCO	702.0	-0.16		
Fluroxene	C=COCC(F)(F)F	9844.0	0.13		
Halothane	C(C(F)(F)F)(Cl)Br	3562.0	0.35		
Heptane	CCCCCCC	8900.0	0.81		
Hexane	CCCCCC	8058.0	0.8		
Isoﬂurane	C(C(F)(F)F)(OC(F)F)Cl	3763.0	0.42		
Methylcyclopentane	CC1CCCC1	7296.0	0.93		
Pentane	CCCCC	8003.0	0.76		
Propanol	CCCO	1031.0	-0.16		
Propanone	CC(=O)C	180.0	-0.15		
Teﬂurane	C(C(F)(F)F)(F)Br	31300.0	0.27		
Toluene	CC1=CC=CC=C1	1140.0	0.37		
Trichloroethene	C(=C(Cl)Cl)Cl	6575.0	0.34		
Acetylsalicylic acid	CC(=O)OC1=CC=CC=C1C(=O)O	2244.0	-0.5		
Valproic acid	CCCC(CCC)C(=O)O	3121.0	-0.22		
Salicylic acid	C1=CC=C(C(=C1)C(=O)O)O	338.0	-1.1		
p-Acetamidophenol	CC(=O)NC1=CC=C(C=C1)O	1983.0	-0.31		
Chlorambucil	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl	2708.0	-1.7		
Theophylline	CN1C2=C(C(=O)N(C1=O)C)NC=N2	2153.0	-0.29		
Caffeine	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	2519.0	-0.06		
Antipyrine	CC1=CC(=O)N(N1C)C2=CC=CC=C2	2206.0	-0.1		
Ibuprofen	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	3672.0	-0.18		
Codeine	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O	5284371.0	0.55		
Pentobarbital	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	4737.0	0.12		
Alprazolam	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118.0	0.04		
Indomethacin	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	3715.0	-1.26		
Oxazepam	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O	4616.0	0.61		
Hydroxyzine	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	3658.0	0.39		
Desipramine	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	2995.0	1.2		
Midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	4192.0	0.36		
Verapamil	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	2520.0	-0.7		
Promazine	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31	4926.0	1.23		
Chlorpromazine	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	2726.0	1.06		
Triﬂuoroperazine	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	5566.0	1.44		
Thioridazine	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC	5452.0	0.24		
BCNU	C(CCl)NC(=O)N(CCCl)N=O	2578.0	-0.52		
Phenserine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C	192706.0	1.0		
Physostigmine	CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	5983.0	0.08		
Terbutylchlorambucil	CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	83909.0	1.0		chemical name corrected
Didanosine	C1CC(OC1CO)N2C=NC3=C2N=CNC3=O	135398739.0	-1.3		
Zidovudine	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]	35370.0	-0.72		
Nevirapine	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	4463.0	0.0		
SB-222200	CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C	6604009.0	0.3		
