compound_name	smiles	CID	logBB	BBB+/BBB-	comments
Mannitol 	C(C(C(C(C(CO)O)O)O)O)O	6251	-2.51		
Cimetidine 	CC1=C(N=CN1)CSCCNC(=NC)NC#N	2756	-1.42		
Salicylate 	C1=CC=C(C(=C1)C(=O)O)[O-]	54675850	-1.1		
Salbutamol 	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	2083	-1.03		
Atenolol 	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	2249	-0.87		
Theophylline 	CN1C2=C(C(=O)N(C1=O)C)NC=N2	2153	-0.29		
Ibuprofen 	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	3672	-0.18		
Alprazolam 	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	2118	0.02		
Nordazepam 	C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3	2997	0.5		
Imipramine 	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31	3696	0.83		
Chlorpromazine 	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	2726	1.06		
Promazine 	CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31	4926	1.23		
